id,subzone,planning_area,venue_type,competitor_score,competitor_density,created_at,competitor_count,underserved_score,overall_score
6321,BANGKIT,BUKIT PANJANG,RESTAURANT,59.65,high,2025-04-18 14:20:46.372252,3,15.33,32.26
6322,BANGKIT,BUKIT PANJANG,SHOPPING,87.30,high,2025-04-18 14:20:46.404777,4,12.26,33.22
6323,BANGKIT,BUKIT PANJANG,PERSONAL_CARE,63.99,high,2025-04-18 14:20:46.436381,3,15.33,35.64
6324,BANGKIT,BUKIT PANJANG,SCHOOL,79.58,low,2025-04-18 14:20:46.469551,1,30.65,34.27
6325,BANGKIT,BUKIT PANJANG,VEHICLE,53.67,unknown,2025-04-18 14:20:46.50375,,61.31,43.17
6326,BANGKIT,BUKIT PANJANG,SPORTS_COMPLEX,44.58,low,2025-04-18 14:20:46.539049,1,30.65,47.18
6327,LORONG HALUS NORTH,SENGKANG,ARTS,96.76,unknown,2025-04-18 14:20:46.570846,,0.00,33.75
6328,LORONG HALUS NORTH,SENGKANG,APPAREL,60.43,unknown,2025-04-18 14:20:46.616189,,0.00,6.92
6329,LORONG HALUS NORTH,SENGKANG,CAFE,98.31,unknown,2025-04-18 14:20:46.649377,,0.00,30.98
6330,LORONG HALUS NORTH,SENGKANG,CLUBS,36.58,unknown,2025-04-18 14:20:46.683405,,0.00,33.75
6331,LORONG HALUS NORTH,SENGKANG,DOCTOR,4.77,unknown,2025-04-18 14:20:46.718386,,0.00,6.92
6332,LORONG HALUS NORTH,SENGKANG,RESTAURANT,84.80,unknown,2025-04-18 14:20:46.752824,,0.00,3.11
6333,LORONG HALUS NORTH,SENGKANG,SHOPPING,64.53,unknown,2025-04-18 14:20:46.790583,,0.00,6.92
6334,LORONG HALUS NORTH,SENGKANG,PERSONAL_CARE,66.57,unknown,2025-04-18 14:20:46.823566,,0.00,6.92
6335,LORONG HALUS NORTH,SENGKANG,SCHOOL,4.69,unknown,2025-04-18 14:20:46.855716,,0.00,3.08
6336,LORONG HALUS NORTH,SENGKANG,VEHICLE,13.33,unknown,2025-04-18 14:20:46.886948,,0.00,6.92
6337,LORONG HALUS NORTH,SENGKANG,SPORTS_COMPLEX,92.08,unknown,2025-04-18 14:20:46.917062,,0.00,33.75
6338,PENG SIANG,CHOA CHU KANG,ARTS,91.73,unknown,2025-04-18 14:20:46.951558,,67.99,57.55
6339,PENG SIANG,CHOA CHU KANG,APPAREL,88.23,unknown,2025-04-18 14:20:46.984925,,67.99,45.51
6340,PENG SIANG,CHOA CHU KANG,CAFE,86.30,unknown,2025-04-18 14:20:47.01659,,67.99,54.78
6341,PENG SIANG,CHOA CHU KANG,CLUBS,75.35,unknown,2025-04-18 14:20:47.046564,,67.99,57.55
6342,PENG SIANG,CHOA CHU KANG,DOCTOR,81.21,unknown,2025-04-18 14:20:47.079638,,67.99,45.51
6343,PENG SIANG,CHOA CHU KANG,RESTAURANT,51.66,unknown,2025-04-18 14:20:47.113579,,67.99,41.7
6344,PENG SIANG,CHOA CHU KANG,SHOPPING,28.86,medium,2025-04-18 14:20:47.15623,2,22.66,32.35
6345,PENG SIANG,CHOA CHU KANG,PERSONAL_CARE,5.18,unknown,2025-04-18 14:20:47.190622,,67.99,45.51
6346,PENG SIANG,CHOA CHU KANG,SCHOOL,9.17,medium,2025-04-18 14:20:47.221223,2,22.66,31.48
6347,PENG SIANG,CHOA CHU KANG,VEHICLE,5.02,low,2025-04-18 14:20:47.252396,1,34.00,36.32
6348,PENG SIANG,CHOA CHU KANG,SPORTS_COMPLEX,23.61,low,2025-04-18 14:20:47.294676,1,34.00,48.36
6349,PASIR RIS WEST,PASIR RIS,ARTS,63.56,unknown,2025-04-18 14:20:47.329002,,41.94,48.43
6350,PASIR RIS WEST,PASIR RIS,APPAREL,37.18,unknown,2025-04-18 14:20:47.365943,,41.94,36.39
6351,PASIR RIS WEST,PASIR RIS,CAFE,97.12,unknown,2025-04-18 14:20:47.395596,,41.94,45.66
6352,PASIR RIS WEST,PASIR RIS,CLUBS,40.81,extremely low,2025-04-18 14:20:47.427329,1,20.97,43.8
6353,PASIR RIS WEST,PASIR RIS,DOCTOR,12.50,high,2025-04-18 14:20:47.457869,7,5.24,22.2
6354,PASIR RIS WEST,PASIR RIS,RESTAURANT,73.88,medium,2025-04-18 14:20:47.493013,4,8.39,31.87
6355,PASIR RIS WEST,PASIR RIS,SHOPPING,26.68,high,2025-04-18 14:20:47.531188,6,5.99,22.46
6356,PASIR RIS WEST,PASIR RIS,PERSONAL_CARE,90.16,low,2025-04-18 14:20:47.563133,2,13.98,29.31
6357,PASIR RIS WEST,PASIR RIS,SCHOOL,47.55,high,2025-04-18 14:20:47.596071,7,5.24,20.37
6358,PASIR RIS WEST,PASIR RIS,VEHICLE,43.81,extremely low,2025-04-18 14:20:47.631937,1,20.97,31.76
6359,PASIR RIS WEST,PASIR RIS,SPORTS_COMPLEX,4.67,unknown,2025-04-18 14:20:47.66374,,41.94,48.43
6360,YIO CHU KANG WEST,ANG MO KIO,ARTS,97.29,unknown,2025-04-18 14:20:47.696351,,65.24,56.59
6361,YIO CHU KANG WEST,ANG MO KIO,APPAREL,46.83,unknown,2025-04-18 14:20:47.731483,,65.24,44.55
6362,YIO CHU KANG WEST,ANG MO KIO,CAFE,37.94,unknown,2025-04-18 14:20:47.773464,,65.24,53.82
6363,YIO CHU KANG WEST,ANG MO KIO,CLUBS,66.32,unknown,2025-04-18 14:20:47.815266,,65.24,56.59
6364,YIO CHU KANG WEST,ANG MO KIO,DOCTOR,47.70,unknown,2025-04-18 14:20:47.848202,,65.24,44.55
6365,YIO CHU KANG WEST,ANG MO KIO,RESTAURANT,56.27,unknown,2025-04-18 14:20:47.88273,,65.24,40.74
6366,YIO CHU KANG WEST,ANG MO KIO,SHOPPING,37.95,unknown,2025-04-18 14:20:47.916824,,65.24,44.55
6367,YIO CHU KANG WEST,ANG MO KIO,PERSONAL_CARE,52.98,unknown,2025-04-18 14:20:47.950877,,65.24,44.55
6368,YIO CHU KANG WEST,ANG MO KIO,SCHOOL,78.61,unknown,2025-04-18 14:20:47.983458,,65.24,40.71
6369,YIO CHU KANG WEST,ANG MO KIO,VEHICLE,23.94,unknown,2025-04-18 14:20:48.02621,,65.24,44.55
6370,YIO CHU KANG WEST,ANG MO KIO,SPORTS_COMPLEX,10.75,unknown,2025-04-18 14:20:48.058932,,65.24,56.59
6371,CHANGI POINT,CHANGI,ARTS,11.13,unknown,2025-04-18 14:20:48.093195,,1.43,34.25
6372,CHANGI POINT,CHANGI,APPAREL,64.03,unknown,2025-04-18 14:20:48.132652,,1.43,22.21
6373,CHANGI POINT,CHANGI,CAFE,1.21,medium,2025-04-18 14:20:48.169851,2,0.48,27.65
6374,CHANGI POINT,CHANGI,CLUBS,66.44,unknown,2025-04-18 14:20:48.207156,,1.43,34.25
6375,CHANGI POINT,CHANGI,DOCTOR,4.22,unknown,2025-04-18 14:20:48.244732,,1.43,22.21
6376,CHANGI POINT,CHANGI,RESTAURANT,76.33,extremely high,2025-04-18 14:20:48.283291,11,0.12,23.33
6377,CHANGI POINT,CHANGI,SHOPPING,53.20,unknown,2025-04-18 14:20:48.327582,,1.43,22.22
6378,CHANGI POINT,CHANGI,PERSONAL_CARE,30.53,unknown,2025-04-18 14:20:48.365298,,1.43,22.21
6379,CHANGI POINT,CHANGI,SCHOOL,39.12,unknown,2025-04-18 14:20:48.399011,,1.43,18.38
6380,CHANGI POINT,CHANGI,VEHICLE,85.19,unknown,2025-04-18 14:20:48.443718,,1.43,22.21
6381,CHANGI POINT,CHANGI,SPORTS_COMPLEX,39.21,medium,2025-04-18 14:20:48.484621,2,0.48,27.0
6382,SENGKANG TOWN CENTRE,SENGKANG,ARTS,11.95,unknown,2025-04-18 14:20:48.524052,,77.15,60.76
6383,SENGKANG TOWN CENTRE,SENGKANG,APPAREL,63.60,extremely high,2025-04-18 14:20:48.558854,12,5.93,22.44
6384,SENGKANG TOWN CENTRE,SENGKANG,CAFE,74.21,extremely high,2025-04-18 14:20:48.620077,14,5.14,34.39
6385,SENGKANG TOWN CENTRE,SENGKANG,CLUBS,97.76,extremely high,2025-04-18 14:20:48.653104,9,7.72,35.1
6386,SENGKANG TOWN CENTRE,SENGKANG,DOCTOR,10.67,extremely high,2025-04-18 14:20:48.684429,11,6.43,22.61
6387,SENGKANG TOWN CENTRE,SENGKANG,RESTAURANT,35.37,extremely high,2025-04-18 14:20:48.718584,78,0.98,26.65
6388,SENGKANG TOWN CENTRE,SENGKANG,SHOPPING,9.25,extremely high,2025-04-18 14:20:48.76024,22,3.35,21.54
6389,SENGKANG TOWN CENTRE,SENGKANG,PERSONAL_CARE,55.11,extremely high,2025-04-18 14:20:48.804223,25,2.97,21.4
6390,SENGKANG TOWN CENTRE,SENGKANG,SCHOOL,60.82,extremely high,2025-04-18 14:20:48.850134,24,3.09,19.61
6391,SENGKANG TOWN CENTRE,SENGKANG,VEHICLE,19.91,low,2025-04-18 14:20:48.887721,2,25.72,33.42
6392,SENGKANG TOWN CENTRE,SENGKANG,SPORTS_COMPLEX,22.79,unknown,2025-04-18 14:20:48.919608,,77.15,60.76
6393,ANCHORVALE,SENGKANG,ARTS,80.44,unknown,2025-04-18 14:20:48.95643,,51.97,51.94
6394,ANCHORVALE,SENGKANG,APPAREL,86.75,unknown,2025-04-18 14:20:49.001677,,51.97,39.9
6395,ANCHORVALE,SENGKANG,CAFE,36.72,high,2025-04-18 14:20:49.042795,6,7.42,35.19
6396,ANCHORVALE,SENGKANG,CLUBS,14.60,high,2025-04-18 14:20:49.07585,5,8.66,35.43
6397,ANCHORVALE,SENGKANG,DOCTOR,70.12,high,2025-04-18 14:20:49.111193,9,5.20,22.18
6398,ANCHORVALE,SENGKANG,RESTAURANT,14.74,extremely high,2025-04-18 14:20:49.152219,21,2.36,27.14
6399,ANCHORVALE,SENGKANG,SHOPPING,84.39,high,2025-04-18 14:20:49.189232,7,6.50,22.64
6400,ANCHORVALE,SENGKANG,PERSONAL_CARE,96.73,high,2025-04-18 14:20:49.227627,8,5.77,22.38
6401,ANCHORVALE,SENGKANG,SCHOOL,43.34,extremely high,2025-04-18 14:20:49.263493,16,3.06,19.6
6402,ANCHORVALE,SENGKANG,VEHICLE,56.49,low,2025-04-18 14:20:49.300544,2,17.32,30.48
6403,ANCHORVALE,SENGKANG,SPORTS_COMPLEX,49.84,low,2025-04-18 14:20:49.332065,2,17.32,42.52
6404,SENGKANG WEST,SENGKANG,ARTS,78.19,unknown,2025-04-18 14:20:49.367866,,0.00,33.75
6405,SENGKANG WEST,SENGKANG,APPAREL,63.13,unknown,2025-04-18 14:20:49.407033,,0.00,6.92
6406,SENGKANG WEST,SENGKANG,CAFE,83.03,unknown,2025-04-18 14:20:49.445436,,0.00,30.98
6407,SENGKANG WEST,SENGKANG,CLUBS,67.88,unknown,2025-04-18 14:20:49.480938,,0.00,33.75
6408,SENGKANG WEST,SENGKANG,DOCTOR,91.96,unknown,2025-04-18 14:20:49.514293,,0.00,6.92
6409,SENGKANG WEST,SENGKANG,RESTAURANT,80.70,unknown,2025-04-18 14:20:49.694874,,0.00,3.11
6410,SENGKANG WEST,SENGKANG,SHOPPING,39.80,unknown,2025-04-18 14:20:49.732009,,0.00,6.92
6411,SENGKANG WEST,SENGKANG,PERSONAL_CARE,21.96,unknown,2025-04-18 14:20:49.773434,,0.00,6.92
6412,SENGKANG WEST,SENGKANG,SCHOOL,95.96,unknown,2025-04-18 14:20:49.812916,,0.00,3.08
6413,SENGKANG WEST,SENGKANG,VEHICLE,23.98,unknown,2025-04-18 14:20:49.966717,,0.00,6.92
6414,SENGKANG WEST,SENGKANG,SPORTS_COMPLEX,36.72,unknown,2025-04-18 14:20:49.999422,,0.00,33.75
6415,FERNVALE,SENGKANG,ARTS,35.05,unknown,2025-04-18 14:20:50.040513,,29.96,44.24
6416,FERNVALE,SENGKANG,APPAREL,66.97,unknown,2025-04-18 14:20:50.084332,,29.96,32.2
6417,FERNVALE,SENGKANG,CAFE,13.44,unknown,2025-04-18 14:20:50.126587,,29.96,41.47
6418,FERNVALE,SENGKANG,CLUBS,84.72,unknown,2025-04-18 14:20:50.164933,,29.96,44.24
6419,FERNVALE,SENGKANG,DOCTOR,8.22,unknown,2025-04-18 14:20:50.207512,,29.96,32.2
6420,FERNVALE,SENGKANG,RESTAURANT,98.25,unknown,2025-04-18 14:20:50.242831,,29.96,28.39
6421,FERNVALE,SENGKANG,SHOPPING,46.61,unknown,2025-04-18 14:20:50.299806,,29.96,32.2
6422,FERNVALE,SENGKANG,PERSONAL_CARE,17.82,unknown,2025-04-18 14:20:50.336382,,29.96,32.2
6423,FERNVALE,SENGKANG,SCHOOL,23.58,unknown,2025-04-18 14:20:50.378308,,29.96,28.36
6424,FERNVALE,SENGKANG,VEHICLE,6.32,unknown,2025-04-18 14:20:50.418479,,29.96,32.2
6425,FERNVALE,SENGKANG,SPORTS_COMPLEX,64.88,unknown,2025-04-18 14:20:50.460401,,29.96,44.24
6426,PUNGGOL FIELD,PUNGGOL,ARTS,64.40,unknown,2025-04-18 14:20:50.496175,,64.94,56.48
6427,PUNGGOL FIELD,PUNGGOL,APPAREL,61.84,unknown,2025-04-18 14:20:50.533507,,64.94,44.44
6428,PUNGGOL FIELD,PUNGGOL,CAFE,78.90,high,2025-04-18 14:20:50.569466,7,8.12,35.43
6429,PUNGGOL FIELD,PUNGGOL,CLUBS,14.70,extremely low,2025-04-18 14:20:50.607326,1,32.47,47.82
6430,PUNGGOL FIELD,PUNGGOL,DOCTOR,27.93,extremely low,2025-04-18 14:20:50.656505,1,32.47,35.78
6431,PUNGGOL FIELD,PUNGGOL,RESTAURANT,54.42,extremely high,2025-04-18 14:20:50.699768,14,4.33,27.83
6432,PUNGGOL FIELD,PUNGGOL,SHOPPING,59.63,high,2025-04-18 14:20:50.73794,8,7.22,22.89
6433,PUNGGOL FIELD,PUNGGOL,PERSONAL_CARE,89.27,high,2025-04-18 14:20:50.779612,5,10.82,24.15
6434,PUNGGOL FIELD,PUNGGOL,SCHOOL,48.86,extremely high,2025-04-18 14:20:50.824243,10,5.90,20.6
6435,PUNGGOL FIELD,PUNGGOL,VEHICLE,19.92,extremely low,2025-04-18 14:20:50.858557,1,32.47,35.78
6436,PUNGGOL FIELD,PUNGGOL,SPORTS_COMPLEX,45.01,unknown,2025-04-18 14:20:50.900323,,64.94,56.48
6437,YEW TEE,CHOA CHU KANG,ARTS,67.55,unknown,2025-04-18 14:20:50.94772,,93.65,66.53
6438,YEW TEE,CHOA CHU KANG,APPAREL,49.69,unknown,2025-04-18 14:20:50.984108,,93.65,54.49
6439,YEW TEE,CHOA CHU KANG,CAFE,96.82,high,2025-04-18 14:20:51.01749,4,18.73,46.86
6440,YEW TEE,CHOA CHU KANG,CLUBS,91.97,unknown,2025-04-18 14:20:51.052517,,93.65,66.53
6441,YEW TEE,CHOA CHU KANG,DOCTOR,91.57,unknown,2025-04-18 14:20:51.090061,,93.65,54.49
6442,YEW TEE,CHOA CHU KANG,RESTAURANT,68.56,high,2025-04-18 14:20:51.12375,5,15.61,31.77
6443,YEW TEE,CHOA CHU KANG,SHOPPING,58.73,high,2025-04-18 14:20:51.159681,4,18.73,35.48
6444,YEW TEE,CHOA CHU KANG,PERSONAL_CARE,35.49,unknown,2025-04-18 14:20:51.204381,,93.65,54.49
6445,YEW TEE,CHOA CHU KANG,SCHOOL,75.33,high,2025-04-18 14:20:51.248822,3,23.41,34.72
6446,YEW TEE,CHOA CHU KANG,VEHICLE,17.41,unknown,2025-04-18 14:20:51.286736,,93.65,54.49
6447,YEW TEE,CHOA CHU KANG,SPORTS_COMPLEX,4.17,unknown,2025-04-18 14:20:51.326479,,93.65,66.53
6448,PASIR RIS WAFER FAB PARK,PASIR RIS,ARTS,19.10,unknown,2025-04-18 14:20:51.360352,,0.00,33.75
6449,PASIR RIS WAFER FAB PARK,PASIR RIS,APPAREL,66.55,unknown,2025-04-18 14:20:51.39392,,0.00,6.92
6450,PASIR RIS WAFER FAB PARK,PASIR RIS,CAFE,5.07,unknown,2025-04-18 14:20:51.427352,,0.00,30.98
6451,PASIR RIS WAFER FAB PARK,PASIR RIS,CLUBS,77.05,unknown,2025-04-18 14:20:51.466296,,0.00,33.75
6452,PASIR RIS WAFER FAB PARK,PASIR RIS,DOCTOR,78.79,unknown,2025-04-18 14:20:51.502948,,0.00,6.92
6453,PASIR RIS WAFER FAB PARK,PASIR RIS,RESTAURANT,49.10,unknown,2025-04-18 14:20:51.548331,,0.00,3.11
6454,PASIR RIS WAFER FAB PARK,PASIR RIS,SHOPPING,21.94,unknown,2025-04-18 14:20:51.588291,,0.00,6.92
6455,PASIR RIS WAFER FAB PARK,PASIR RIS,PERSONAL_CARE,64.90,unknown,2025-04-18 14:20:51.625034,,0.00,6.92
6456,PASIR RIS WAFER FAB PARK,PASIR RIS,SCHOOL,10.99,unknown,2025-04-18 14:20:51.662314,,0.00,3.08
6457,PASIR RIS WAFER FAB PARK,PASIR RIS,VEHICLE,71.23,unknown,2025-04-18 14:20:51.699069,,0.00,6.92
6458,PASIR RIS WAFER FAB PARK,PASIR RIS,SPORTS_COMPLEX,87.36,unknown,2025-04-18 14:20:51.732179,,0.00,33.75
6459,TRAFALGAR,HOUGANG,ARTS,53.74,unknown,2025-04-18 14:20:51.76789,,53.72,52.55
6460,TRAFALGAR,HOUGANG,APPAREL,53.26,unknown,2025-04-18 14:20:51.808918,,53.72,40.52
6461,TRAFALGAR,HOUGANG,CAFE,62.57,high,2025-04-18 14:20:51.842781,9,5.37,34.47
6462,TRAFALGAR,HOUGANG,CLUBS,8.98,unknown,2025-04-18 14:20:51.878637,,53.72,52.55
6463,TRAFALGAR,HOUGANG,DOCTOR,75.20,high,2025-04-18 14:20:51.912391,8,5.97,22.45
6464,TRAFALGAR,HOUGANG,RESTAURANT,33.50,extremely high,2025-04-18 14:20:51.947274,17,2.98,27.35
6465,TRAFALGAR,HOUGANG,SHOPPING,62.77,high,2025-04-18 14:20:51.983528,8,5.97,22.45
6466,TRAFALGAR,HOUGANG,PERSONAL_CARE,96.48,high,2025-04-18 14:20:52.02109,7,6.71,22.71
6467,TRAFALGAR,HOUGANG,SCHOOL,97.86,medium,2025-04-18 14:20:52.052875,5,8.95,21.66
6468,TRAFALGAR,HOUGANG,VEHICLE,89.23,unknown,2025-04-18 14:20:52.086199,,53.72,40.52
6469,TRAFALGAR,HOUGANG,SPORTS_COMPLEX,11.69,unknown,2025-04-18 14:20:52.119886,,53.72,52.55
6470,TECK WHYE,CHOA CHU KANG,ARTS,51.91,unknown,2025-04-18 14:20:52.153834,,46.80,50.13
6471,TECK WHYE,CHOA CHU KANG,APPAREL,55.67,unknown,2025-04-18 14:20:52.198498,,46.80,38.09
6472,TECK WHYE,CHOA CHU KANG,CAFE,48.45,medium,2025-04-18 14:20:52.232181,2,15.60,45.09
6473,TECK WHYE,CHOA CHU KANG,CLUBS,70.21,low,2025-04-18 14:20:52.265303,1,23.40,44.65
6474,TECK WHYE,CHOA CHU KANG,DOCTOR,30.38,medium,2025-04-18 14:20:52.296812,2,15.60,29.88
6475,TECK WHYE,CHOA CHU KANG,RESTAURANT,89.23,high,2025-04-18 14:20:52.329507,6,6.69,28.65
6476,TECK WHYE,CHOA CHU KANG,SHOPPING,73.41,extremely high,2025-04-18 14:20:52.361771,7,5.85,22.41
6477,TECK WHYE,CHOA CHU KANG,PERSONAL_CARE,89.58,unknown,2025-04-18 14:20:52.394913,,46.80,38.09
6478,TECK WHYE,CHOA CHU KANG,SCHOOL,58.89,extremely high,2025-04-18 14:20:52.427928,7,5.85,20.58
6479,TECK WHYE,CHOA CHU KANG,VEHICLE,84.68,unknown,2025-04-18 14:20:52.459694,,46.80,38.09
6480,TECK WHYE,CHOA CHU KANG,SPORTS_COMPLEX,31.73,unknown,2025-04-18 14:20:52.490963,,46.80,50.13
6481,CHOA CHU KANG CENTRAL,CHOA CHU KANG,ARTS,67.34,unknown,2025-04-18 14:20:52.53661,,38.88,47.36
6482,CHOA CHU KANG CENTRAL,CHOA CHU KANG,APPAREL,17.02,low,2025-04-18 14:20:52.569046,1,19.44,31.22
6483,CHOA CHU KANG CENTRAL,CHOA CHU KANG,CAFE,36.51,high,2025-04-18 14:20:52.603417,5,6.48,34.86
6484,CHOA CHU KANG CENTRAL,CHOA CHU KANG,CLUBS,9.90,low,2025-04-18 14:20:52.638999,1,19.44,43.26
6485,CHOA CHU KANG CENTRAL,CHOA CHU KANG,DOCTOR,32.15,medium,2025-04-18 14:20:52.67126,2,12.96,28.95
6486,CHOA CHU KANG CENTRAL,CHOA CHU KANG,RESTAURANT,85.01,extremely high,2025-04-18 14:20:52.707088,12,2.99,27.36
6487,CHOA CHU KANG CENTRAL,CHOA CHU KANG,SHOPPING,69.19,extremely high,2025-04-18 14:20:52.73585,7,4.86,22.06
6488,CHOA CHU KANG CENTRAL,CHOA CHU KANG,PERSONAL_CARE,7.29,low,2025-04-18 14:20:52.773178,1,19.44,31.22
6489,CHOA CHU KANG CENTRAL,CHOA CHU KANG,SCHOOL,53.55,medium,2025-04-18 14:20:52.815472,3,9.72,29.93
6490,CHOA CHU KANG CENTRAL,CHOA CHU KANG,VEHICLE,16.24,low,2025-04-18 14:20:52.849958,1,19.44,31.22
6491,CHOA CHU KANG CENTRAL,CHOA CHU KANG,SPORTS_COMPLEX,58.72,low,2025-04-18 14:20:52.891391,1,19.44,43.26
6492,FAJAR,BUKIT PANJANG,ARTS,87.44,unknown,2025-04-18 14:20:52.931998,,74.09,59.68
6493,FAJAR,BUKIT PANJANG,APPAREL,84.60,unknown,2025-04-18 14:20:52.966704,,74.09,47.65
6494,FAJAR,BUKIT PANJANG,CAFE,71.77,unknown,2025-04-18 14:20:52.999025,,74.09,56.91
6495,FAJAR,BUKIT PANJANG,CLUBS,7.44,low,2025-04-18 14:20:53.031094,1,37.05,49.42
6496,FAJAR,BUKIT PANJANG,DOCTOR,62.02,medium,2025-04-18 14:20:53.069894,2,24.70,33.06
6497,FAJAR,BUKIT PANJANG,RESTAURANT,13.67,medium,2025-04-18 14:20:53.101669,2,24.70,28.83
6498,FAJAR,BUKIT PANJANG,SHOPPING,64.83,extremely high,2025-04-18 14:20:53.135357,6,10.58,24.07
6499,FAJAR,BUKIT PANJANG,PERSONAL_CARE,6.12,unknown,2025-04-18 14:20:53.170795,,74.09,47.65
6500,FAJAR,BUKIT PANJANG,SCHOOL,42.17,low,2025-04-18 14:20:53.201964,1,37.05,36.51
6501,FAJAR,BUKIT PANJANG,VEHICLE,11.03,low,2025-04-18 14:20:53.237539,1,37.05,37.39
6502,FAJAR,BUKIT PANJANG,SPORTS_COMPLEX,65.77,unknown,2025-04-18 14:20:53.27186,,74.09,59.68
6503,SENJA,BUKIT PANJANG,ARTS,97.97,unknown,2025-04-18 14:20:53.303084,,62.82,55.74
6504,SENJA,BUKIT PANJANG,APPAREL,10.94,unknown,2025-04-18 14:20:53.33407,,62.82,43.7
6505,SENJA,BUKIT PANJANG,CAFE,42.62,medium,2025-04-18 14:20:53.367954,2,20.94,46.96
6506,SENJA,BUKIT PANJANG,CLUBS,15.51,medium,2025-04-18 14:20:53.400208,1,31.41,47.45
6507,SENJA,BUKIT PANJANG,DOCTOR,17.08,medium,2025-04-18 14:20:53.432972,2,20.94,43.92
6508,SENJA,BUKIT PANJANG,RESTAURANT,53.67,extremely high,2025-04-18 14:20:53.473098,13,4.49,27.88
6509,SENJA,BUKIT PANJANG,SHOPPING,13.43,high,2025-04-18 14:20:53.513275,3,15.71,35.78
6510,SENJA,BUKIT PANJANG,PERSONAL_CARE,51.08,medium,2025-04-18 14:20:53.547669,2,20.94,31.75
6511,SENJA,BUKIT PANJANG,SCHOOL,45.69,medium,2025-04-18 14:20:53.580925,2,20.94,30.88
6512,SENJA,BUKIT PANJANG,VEHICLE,37.37,unknown,2025-04-18 14:20:53.616008,,62.82,43.7
6513,SENJA,BUKIT PANJANG,SPORTS_COMPLEX,78.21,unknown,2025-04-18 14:20:53.649049,,62.82,55.74
6514,SAUJANA,BUKIT PANJANG,ARTS,45.67,unknown,2025-04-18 14:20:53.684244,,71.69,58.84
6515,SAUJANA,BUKIT PANJANG,APPAREL,10.95,unknown,2025-04-18 14:20:53.7217,,71.69,46.81
6516,SAUJANA,BUKIT PANJANG,CAFE,13.38,low,2025-04-18 14:20:53.757916,1,35.84,52.18
6517,SAUJANA,BUKIT PANJANG,CLUBS,64.42,low,2025-04-18 14:20:53.792291,1,35.84,49.0
6518,SAUJANA,BUKIT PANJANG,DOCTOR,71.47,unknown,2025-04-18 14:20:53.82897,,71.69,46.81
6519,SAUJANA,BUKIT PANJANG,RESTAURANT,26.86,high,2025-04-18 14:20:53.865177,4,14.34,33.96
6520,SAUJANA,BUKIT PANJANG,SHOPPING,74.90,high,2025-04-18 14:20:53.90291,3,17.92,36.55
6521,SAUJANA,BUKIT PANJANG,PERSONAL_CARE,42.42,unknown,2025-04-18 14:20:53.935296,,71.69,46.81
6522,SAUJANA,BUKIT PANJANG,SCHOOL,55.30,high,2025-04-18 14:20:53.967448,4,14.34,29.87
6523,SAUJANA,BUKIT PANJANG,VEHICLE,46.97,unknown,2025-04-18 14:20:54.000519,,71.69,46.81
6524,SAUJANA,BUKIT PANJANG,SPORTS_COMPLEX,6.73,unknown,2025-04-18 14:20:54.033894,,71.69,58.84
6525,SELETAR HILLS,SERANGOON,ARTS,17.12,unknown,2025-04-18 14:20:54.066401,,13.54,38.49
6526,SELETAR HILLS,SERANGOON,APPAREL,16.44,unknown,2025-04-18 14:20:54.110884,,13.54,26.45
6527,SELETAR HILLS,SERANGOON,CAFE,39.92,unknown,2025-04-18 14:20:54.146144,,13.54,35.72
6528,SELETAR HILLS,SERANGOON,CLUBS,27.82,unknown,2025-04-18 14:20:54.18688,,13.54,38.49
6529,SELETAR HILLS,SERANGOON,DOCTOR,31.13,unknown,2025-04-18 14:20:54.216177,,13.54,26.45
6530,SELETAR HILLS,SERANGOON,RESTAURANT,93.71,unknown,2025-04-18 14:20:54.247401,,13.54,22.64
6531,SELETAR HILLS,SERANGOON,SHOPPING,7.37,unknown,2025-04-18 14:20:54.276625,,13.54,26.45
6532,SELETAR HILLS,SERANGOON,PERSONAL_CARE,97.11,unknown,2025-04-18 14:20:54.308084,,13.54,26.45
6533,SELETAR HILLS,SERANGOON,SCHOOL,94.21,unknown,2025-04-18 14:20:54.346423,,13.54,22.62
6534,SELETAR HILLS,SERANGOON,VEHICLE,16.01,unknown,2025-04-18 14:20:54.379894,,13.54,26.45
6535,SELETAR HILLS,SERANGOON,SPORTS_COMPLEX,7.80,unknown,2025-04-18 14:20:54.414304,,13.54,38.49
6536,COMPASSVALE,SENGKANG,ARTS,61.82,unknown,2025-04-18 14:20:54.450876,,37.05,46.72
6537,COMPASSVALE,SENGKANG,APPAREL,98.83,high,2025-04-18 14:20:54.480446,4,7.41,31.52
6538,COMPASSVALE,SENGKANG,CAFE,23.48,extremely high,2025-04-18 14:20:54.513369,7,4.63,34.21
6539,COMPASSVALE,SENGKANG,CLUBS,38.49,medium,2025-04-18 14:20:54.549386,3,9.26,45.56
6540,COMPASSVALE,SENGKANG,DOCTOR,38.66,high,2025-04-18 14:20:54.58677,6,5.29,26.27
6541,COMPASSVALE,SENGKANG,RESTAURANT,70.55,extremely high,2025-04-18 14:20:54.625736,19,1.85,26.96
6542,COMPASSVALE,SENGKANG,SHOPPING,52.85,extremely high,2025-04-18 14:20:54.655947,10,3.37,21.54
6543,COMPASSVALE,SENGKANG,PERSONAL_CARE,86.65,extremely high,2025-04-18 14:20:54.689103,10,3.37,21.54
